literal	pos	family	voice	note	source	confidence
舉報電話	n			len4-noun-heuristic	heuristic	medium
像素	u			no-source	fallback	low
不會吧	u			no-source	fallback	low
長的	u			no-source	fallback	low
有兩個	u			no-source	fallback	low
每個月	u			no-source	fallback	low
每個人都	u			no-source	fallback	low
很忙	u			no-source	fallback	low
網易	u			no-source	fallback	low
卻又	u			no-source	fallback	low
邊上	u			no-source	fallback	low
金山	u			no-source	fallback	low
字符	u			no-source	fallback	low
跑了	u			no-source	fallback	low
網卡	u			no-source	fallback	low
性價比	u			no-source	fallback	low
充值	u			no-source	fallback	low
要說	u			no-source	fallback	low
這話	u			no-source	fallback	low
一女	u			no-source	fallback	low
一組	u			no-source	fallback	low
一開門	u			no-source	fallback	low
三人	u			no-source	fallback	low
三色妹	u			no-source	fallback	low
不下	u			no-source	fallback	low
乘	v			cow-single	cow	medium
依一句	u			no-source	fallback	low
修羅閻君	u			no-source	fallback	low
個身	u			no-source	fallback	low
光球	u			no-source	fallback	low
凹	u			no-source	fallback	low
出院	u			no-source	fallback	low
剷	u			no-source	fallback	low
化成	u			no-source	fallback	low
十幾年	u			no-source	fallback	low
即管	u			no-source	fallback	low
去問	u			no-source	fallback	low
咗要	u			no-source	fallback	low
咪講	u			no-source	fallback	low
問人	u			no-source	fallback	low
夾硬	u			no-source	fallback	low
好細	u			no-source	fallback	low
嬋	u			no-source	fallback	low
小貞點	u			no-source	fallback	low
巴閉	u			no-source	fallback	low
後腦	u			no-source	fallback	low
得戚	u			no-source	fallback	low
我二話	u			no-source	fallback	low
我深	u			no-source	fallback	low
手信	u			no-source	fallback	low
掩住	v			verb-suffix	heuristic	medium
會掛	u			no-source	fallback	low
有位	u			no-source	fallback	low
果果	u			no-source	fallback	low
條片	u			no-source	fallback	low
焗爐	u			no-source	fallback	low
照計	u			no-source	fallback	low
王伯	u			no-source	fallback	low
生得	u			no-source	fallback	low
留班	u			no-source	fallback	low
睡房	u			no-source	fallback	low
睥	u			no-source	fallback	low
程小芳	u			no-source	fallback	low
細胞	n			cow-single	cow	medium
綺雯	u			no-source	fallback	low
緊個	u			no-source	fallback	low
背負	u			no-source	fallback	low
見工	u			no-source	fallback	low
訓啦	u			no-source	fallback	low
設定	u			no-source	fallback	low
說過	u			no-source	fallback	low
豬頭	u			no-source	fallback	low
返返	u			no-source	fallback	low
這就	u			no-source	fallback	low
連埋	u			no-source	fallback	low
醒起	u			no-source	fallback	low
雙唇	u			no-source	fallback	low
響個	u			no-source	fallback	low
頭箍	u			no-source	fallback	low
飛刀	u			no-source	fallback	low
食住	v			verb-suffix	heuristic	medium
高瘦	u			no-source	fallback	low
點先	u			no-source	fallback	low
誰能	u			no-source	fallback	low
在那	u			no-source	fallback	low
我不想	u			no-source	fallback	low
請大家	u			no-source	fallback	low
中國隊	u			no-source	fallback	low
分辨率	u			no-source	fallback	low
請等待	u			no-source	fallback	low
美軍	u			no-source	fallback	low
也得	u			no-source	fallback	low
券商	u			no-source	fallback	low
的書	u			no-source	fallback	low
關鍵詞	u			no-source	fallback	low
擡起頭	u			no-source	fallback	low
帶寬	u			no-source	fallback	low
誰知道	u			no-source	fallback	low
但卻	u			no-source	fallback	low
我愛你	u			no-source	fallback	low
華碩	u			no-source	fallback	low
使其	u			no-source	fallback	low
知道自己	u			no-source	fallback	low
右鍵	u			no-source	fallback	low
可以說是	u			no-source	fallback	low
更重要	u			no-source	fallback	low
的愛	u			no-source	fallback	low
人民群衆	u			no-source	fallback	low
妳好	u			no-source	fallback	low
說起	u			no-source	fallback	low
誰都	u			no-source	fallback	low
不急	u			no-source	fallback	low
許多人	u			no-source	fallback	low
下的	u			no-source	fallback	low
他對	u			no-source	fallback	low
能有	u			no-source	fallback	low
罵人	u			no-source	fallback	low
陪你	u			no-source	fallback	low
掉線	u			no-source	fallback	low
一百蚊	u			no-source	fallback	low
一餐	u			no-source	fallback	low
人形	u			no-source	fallback	low
企鵝	n			cow-single	cow	medium
使出	u			no-source	fallback	low
做錯	v			cow-single	cow	medium
偷笑	u			no-source	fallback	low
先好	u			no-source	fallback	low
兩三個	u			no-source	fallback	low
其來	u			no-source	fallback	low
再過	u			no-source	fallback	low
凶	u			no-source	fallback	low
十九哥	u			no-source	fallback	low
十仔	u			no-source	fallback	low
右手邊	u			no-source	fallback	low
同三葉	u			no-source	fallback	low
問到	u			no-source	fallback	low
嘴嘴	u			no-source	fallback	low
嚟接	u			no-source	fallback	low
嚟過	u			no-source	fallback	low
大喊	u			no-source	fallback	low
太快	u			no-source	fallback	low
好乖	u			no-source	fallback	low
好遠	u			no-source	fallback	low
孫	u			no-source	fallback	low
寫低	u			no-source	fallback	low
幫下	u			no-source	fallback	low
床床	u			no-source	fallback	low
張雅詩	u			no-source	fallback	low
強忍	v			cow-single	cow	medium
心動	u			no-source	fallback	low
快過	u			no-source	fallback	low
我合	u			no-source	fallback	low
我落	u			no-source	fallback	low
打贏	u			no-source	fallback	low
打返	u			no-source	fallback	low
招式	u			no-source	fallback	low
搞事	u			no-source	fallback	low
收錢	u			no-source	fallback	low
本妹	u			no-source	fallback	low
校工	u			no-source	fallback	low
樣樣	u			no-source	fallback	low
比卡超	u			no-source	fallback	low
河馬	n			cow-single	cow	medium
法院	n			cow-single	cow	medium
珍珍	u			no-source	fallback	low
第三個	u			no-source	fallback	low
緊嘢	u			no-source	fallback	low
翻嚟	u			no-source	fallback	low
考得	u			no-source	fallback	low
落個	u			no-source	fallback	low
註	u			no-source	fallback	low
講嗰	u			no-source	fallback	low
警局	u			no-source	fallback	low
趕時間	u			no-source	fallback	low
還未	u			no-source	fallback	low
鐘鐘	u			no-source	fallback	low
阿澤	u			no-source	fallback	low
阿石	u			no-source	fallback	low
陳俊賢	u			no-source	fallback	low
雛子	u			no-source	fallback	low
飲杯	u			no-source	fallback	low
接入	u			no-source	fallback	low
笑着	u			no-source	fallback	low
我才	u			no-source	fallback	low
說着	u			no-source	fallback	low
場比賽	u			no-source	fallback	low
都不是	u			no-source	fallback	low
問他	u			no-source	fallback	low
但由於	u			no-source	fallback	low
對啊	u			no-source	fallback	low
我只	u			no-source	fallback	low
第一天	u			no-source	fallback	low
練級	u			no-source	fallback	low
重裝	u			no-source	fallback	low
應聘	u			no-source	fallback	low
最多的	u			no-source	fallback	low
想起來	u			no-source	fallback	low
得不到	u			no-source	fallback	low
但這	u			no-source	fallback	low
嗯嗯	u			no-source	fallback	low
弄得	u			no-source	fallback	low
我這	u			no-source	fallback	low
發貼	u			no-source	fallback	low
忙着	u			no-source	fallback	low
把她	u			no-source	fallback	low
找人	u			no-source	fallback	low
均爲	u			no-source	fallback	low
篇文章	u			no-source	fallback	low
是用	u			no-source	fallback	low
江蘇省	u			no-source	fallback	low
本月	u			no-source	fallback	low
等地	u			no-source	fallback	low
有啥	u			no-source	fallback	low
光驅	u			no-source	fallback	low
浙江省	u			no-source	fallback	low
也被	u			no-source	fallback	low
是真的	u			no-source	fallback	low
又不	u			no-source	fallback	low
將成爲	u			no-source	fallback	low
你說的	u			no-source	fallback	low
招行	u			no-source	fallback	low
變形金剛	u			no-source	fallback	low
中關村	u			no-source	fallback	low
會爲	u			no-source	fallback	low
甲方	u			no-source	fallback	low
機箱	u			no-source	fallback	low
說完	v			verb-suffix	heuristic	medium
這麼大	u			no-source	fallback	low
一幕	u			no-source	fallback	low
一百	x			numeral	heuristic	high
一點點	n			cow-single	cow	medium
互聯網	n			cow-single	cow	medium
亞視	u			no-source	fallback	low
仙	u			no-source	fallback	low
伯雷	u			no-source	fallback	low
係路	u			no-source	fallback	low
個袋	u			no-source	fallback	low
傾到	u			no-source	fallback	low
兩層	u			no-source	fallback	low
北行	u			no-source	fallback	low
右手面	u			no-source	fallback	low
同條	u			no-source	fallback	low
同瑜	u			no-source	fallback	low
呢點	u			no-source	fallback	low
啊婷	u			no-source	fallback	low
問吓	u			no-source	fallback	low
喱士	u			no-source	fallback	low
嘅時	u			no-source	fallback	low
嘅路	u			no-source	fallback	low
嘢先	u			no-source	fallback	low
噴出	u			no-source	fallback	low
地四個	u			no-source	fallback	low
多到	u			no-source	fallback	low
射精	n			cow-single	cow	medium
對腳	u			no-source	fallback	low
小圖	u			no-source	fallback	low
尷	u			no-source	fallback	low
師妹	u			no-source	fallback	low
幾位	u			no-source	fallback	low
底衫	u			no-source	fallback	low
影完	v			verb-suffix	heuristic	medium
得㗎	u			no-source	fallback	low
我收	u			no-source	fallback	low
我會同	u			no-source	fallback	low
手尾	u			no-source	fallback	low
打邊爐	u			no-source	fallback	low
抱起	u			no-source	fallback	low
擦字膠	u			no-source	fallback	low
有人話	u			no-source	fallback	low
朦面	u			no-source	fallback	low
李穎熙	u			no-source	fallback	low
林文龍	u			no-source	fallback	low
林生	u			no-source	fallback	low
橫掂	u			no-source	fallback	low
看不懂	u			no-source	fallback	low
睇小	u			no-source	fallback	low
知錯	u			no-source	fallback	low
紅晒	u			no-source	fallback	low
紙皮	u			no-source	fallback	low
細膽	u			no-source	fallback	low
續道	u			no-source	fallback	low
自尊	n			cow-single	cow	medium
自閉	u			no-source	fallback	low
艾良生	u			no-source	fallback	low
衝出	u			no-source	fallback	low
豉油	u			no-source	fallback	low
邨	u			no-source	fallback	low
開房	u			no-source	fallback	low
阿平	u			no-source	fallback	low
響到	u			no-source	fallback	low
髏	u			no-source	fallback	low
鹹	n			cow-single	cow	medium
人呢	u			no-source	fallback	low
年後	u			no-source	fallback	low
很高興	u			no-source	fallback	low
煤礦	n			cow-single	cow	medium
比較多	u			no-source	fallback	low
也都	u			no-source	fallback	low
網速	u			no-source	fallback	low
走在	u			no-source	fallback	low
卻沒有	u			no-source	fallback	low
後再	u			no-source	fallback	low
只需要	u			no-source	fallback	low
拿出來	u			no-source	fallback	low
解決問題	n			len4-noun-heuristic	heuristic	medium
建行	u			no-source	fallback	low
我不會	u			no-source	fallback	low
這周	u			no-source	fallback	low
阿里巴巴	u			no-source	fallback	low
店裏	u			no-source	fallback	low
要比	u			no-source	fallback	low
好東西	u			no-source	fallback	low
我的心	u			no-source	fallback	low
比較大	u			no-source	fallback	low
較好	u			no-source	fallback	low
會使	u			no-source	fallback	low
貼子	u			no-source	fallback	low
充分發揮	u			no-source	fallback	low
本網站	u			no-source	fallback	low
間的	u			no-source	fallback	low
上看	u			no-source	fallback	low
什麼東西	u			no-source	fallback	low
這個世界	u			no-source	fallback	low
有很大	u			no-source	fallback	low
穩定性	u			no-source	fallback	low
妳有	u			no-source	fallback	low
中國特色	u			no-source	fallback	low
模特	u			no-source	fallback	low
評測	u			no-source	fallback	low
不買	u			no-source	fallback	low
坐着	u			no-source	fallback	low
加息	u			no-source	fallback	low
打折	u			no-source	fallback	low
的路	u			no-source	fallback	low
萬科	u			no-source	fallback	low
一杯	u			no-source	fallback	low
三次	u			no-source	fallback	low
上台	u			no-source	fallback	low
不受	u			no-source	fallback	low
之時	u			no-source	fallback	low
互望	u			no-source	fallback	low
仔講	u			no-source	fallback	low
企咗響	u			no-source	fallback	low
估下	u			no-source	fallback	low
你仲記	u			no-source	fallback	low
你連	u			no-source	fallback	low
依邊	u			no-source	fallback	low
個度	u			no-source	fallback	low
偷望	u			no-source	fallback	low
傳到	u			no-source	fallback	low
先醒	u			no-source	fallback	low
北川景子	u			no-source	fallback	low
厹	u			no-source	fallback	low
古	u			no-source	fallback	low
咗笑	u			no-source	fallback	low
問返	u			no-source	fallback	low
嗰條	u			no-source	fallback	low
嗶	u			no-source	fallback	low
嘅龍	u			no-source	fallback	low
嚇我	u			no-source	fallback	low
嚟同	u			no-source	fallback	low
地嚟	u			no-source	fallback	low
地知	u			no-source	fallback	low
多陣	u			no-source	fallback	low
學人	u			no-source	fallback	low
完試	u			no-source	fallback	low
將條	u			no-source	fallback	low
就衝	u			no-source	fallback	low
床頭	u			no-source	fallback	low
度門	u			no-source	fallback	low
彭銅	u			no-source	fallback	low
振威	u			no-source	fallback	low
援交	u			no-source	fallback	low
放入	u			no-source	fallback	low
放返	u			no-source	fallback	low
有人會	u			no-source	fallback	low
樹樹	u			no-source	fallback	low
死八婆	u			no-source	fallback	low
法陣	u			no-source	fallback	low
洗理	u			no-source	fallback	low
洩	u			no-source	fallback	low
活潑	n			cow-single	cow	medium
煮飯仔	u			no-source	fallback	low
牙仔	u			no-source	fallback	low
發惡	u			no-source	fallback	low
知去	u			no-source	fallback	low
砵	u			no-source	fallback	low
神偷	u			no-source	fallback	low
私隱	u			no-source	fallback	low
窗邊	u			no-source	fallback	low
落落	u			no-source	fallback	low
衝向	u			no-source	fallback	low
見牙唔見眼	u			no-source	fallback	low
識到	u			no-source	fallback	low
貪玩	u			no-source	fallback	low
走嚟	u			no-source	fallback	low
跟本	u			no-source	fallback	low
間尺	u			no-source	fallback	low
阿原	u			no-source	fallback	low
阿樂	u			no-source	fallback	low
靜思	u			no-source	fallback	low
面有	u			no-source	fallback	low
面面	u			no-source	fallback	low
題	u			no-source	fallback	low
黑貓	u			no-source	fallback	low
傻逼	u			no-source	fallback	low
就想	u			no-source	fallback	low
陪我	u			no-source	fallback	low
本市	u			no-source	fallback	low
看電視	u			no-source	fallback	low
群裏	u			no-source	fallback	low
不是說	u			no-source	fallback	low
萬美元	u			no-source	fallback	low
看電影	u			no-source	fallback	low
自定義	u			no-source	fallback	low
藍牙	u			no-source	fallback	low
還不知道	u			no-source	fallback	low
死機	u			no-source	fallback	low
去買	u			no-source	fallback	low
小姑娘	u			no-source	fallback	low
代理商	u			no-source	fallback	low
抱抱	u			no-source	fallback	low
將是	u			no-source	fallback	low
祝你	u			no-source	fallback	low
要讓	u			no-source	fallback	low
家的	u			no-source	fallback	low
經濟增長	u			no-source	fallback	low
