literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note
七七八八	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
七上八下	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七分之一	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七十二行	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
七嘴八張	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七嘴八舌	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七孔生煙	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七年之癢	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七彩繽紛	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七情六慾	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
七手八腳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七扭八歪	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
七折八扣	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七拐八拐	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七拼八湊	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七擒七縱	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
七橫八豎	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七步之才	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七步成詩	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七竅生煙	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七級浮屠	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七老八十	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
七葷八素	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
七長八短	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七零八碎	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
七零八落	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七顛八倒	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
七高八低	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三下五除二	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三五成群	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三人成虎	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三人行必有我師	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三令五申	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三位一體	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
三十六計	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
三十而立	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三句不離本行	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三句話不離本行	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三天兩頭	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
三妻四妾	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三姑六婆	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三寸不爛之舌	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三年五載	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三從四德	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三心二意	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三心兩意	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三思而後行	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三思而行	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三教九流	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三更半夜	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三朋四友	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三瓦兩舍	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三生有幸	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三番五次	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三番四次	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
三皇五帝	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三綱五常	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三緘其口	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三腳兩步	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三茶六飯	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三親六故	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三言兩句	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三言兩語	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三貞九烈	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三足鼎立	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三跪九叩	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
三長兩短	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三陽開泰	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三頭兩日	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三頭六臂	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
三顧茅廬	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三顧草廬	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
三魂七魄	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
上上下下	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
上上之策	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
上下其手	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
上天入地	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
上天無路	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
上情下達	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
上方寶劍	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
上樑不正下樑歪	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
上綱上線	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
下不為例	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
下回分解	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
下情上達	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
下落不明	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
下車伊始	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
下馬威	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不一而足	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不三不四	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不世之功	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不世之業	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不主故常	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不乏其人	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不乾不淨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不了了之	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不二法門	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不亢不卑	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不亦樂乎	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不仁不義	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不以為意	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不以為然	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不伏燒埋	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不依不饒	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不修邊幅	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
不倫不類	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
不值一提	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
不值一文	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
不值一顧	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
