literal	pos	family	voice	source	evidence	confidence	verdict	review_note
九死一生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
九流十家	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
九牛一毛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
九牛二虎之力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
乳臭未除	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
亂彈琴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事不宜遲	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事不過三	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事倍功半	a	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
事在人為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事在必行	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事實勝於雄辯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
事後諸葛亮	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
事無大小	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
二一添作五	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
二八佳人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
二把刀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
互為因果	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五世其昌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五光十色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五冬六夏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五勞七傷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五十步笑百步	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五湖四海	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五穀豐登	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五體投地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
五黃六月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
井底之蛙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
井水不犯河水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
井然有條	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
井蛙之見	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
亙古通今	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
亡國之音	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
亡戟得矛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
亡魂失魄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
交口稱譽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
交淺言深	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
交臂失之	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
交頭接耳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
亹亹不倦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人不可貌相	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人不知鬼不覺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人事不知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人人得而誅之	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人人自危	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人仰馬翻	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人命關天	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人喊馬嘶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人困馬乏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人壽年豐	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人多口雜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人山人海	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人強馬壯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人微言輕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心不足蛇吞象	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心向背	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心大快	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心惶惶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心所向	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人心隔肚皮	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人怕出名豬怕壯	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
人急智生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人慾橫流	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人才濟濟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人棄我取	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人模狗樣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人生何處不相逢	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
人生如朝露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人生路不熟	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人老珠黃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人言可畏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
人逢喜事精神爽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仁人義士	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仁心仁術	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仁民愛物	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仁至義盡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仁言利博	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
今朝有酒今朝醉	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
他山之石可以攻玉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
他鄉遇故知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仗義疏財	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
付之一嘆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
付之一笑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
付之丙丁	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
付之度外	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
付諸一炬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仙姿玉色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
代人受過	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
令行禁止	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以一警百	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以人廢言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以其人之道還治其人之身	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以力服人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以夷制夷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以強凌弱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以德報怨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以怨報德	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以攻為守	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以暴易暴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以柔制剛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以湯沃沸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以湯沃雪	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以老賣老	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以蠡測海	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以身作則	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以身報國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以身許國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以身試法	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以退為進	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
以逸待勞	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仰不愧天	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仰人鼻息	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
仰屋著書	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任人唯親	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任人唯賢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任其自然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任勞任怨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任賢使能	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
任重道遠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
伏首貼耳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
伏龍鳳雛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
